"predictions","variance.estimates","debiased.error","sigma_hat","prediction_lo","prediction_hi","t_stat","pval_one_neg","pval_one_pos","row_id","draw"
-0.226760567121782,0.00238968788661665,0.183025635131938,0.0488844339909613,-0.322574057744066,-0.130947076499498,-4.63870701998329,1.75297820011474e-06,0.9999982470218,493,12
-0.172542986696756,0.00696298919645843,0.0923611325506471,0.0834445276603471,-0.336094260911036,-0.0089917124824756,-2.06775676649613,0.0193314504837933,0.980668549516207,874,13
-0.118432088404879,0.00704969518329842,2.48135860051185,0.0839624629420697,-0.282998515771335,0.0461343389615779,-1.41053614025819,0.0791907164228551,0.920809283577145,482,14
-0.138305165194184,0.00906553372445451,1.24898513704642,0.0952130963914866,-0.324922834121498,0.0483125037331294,-1.45258552064641,0.0731694343174841,0.926830565682516,79,15
-0.122279933365031,0.00274869725965015,0.399508940117156,0.0524280197952407,-0.225038852163703,-0.0195210145663596,-2.33233934530809,0.00984142311695571,0.990158576883044,874,16
-0.311757971086887,0.00462996389462352,0.167271223160606,0.0680438380356629,-0.445123893636786,-0.178392048536987,-4.58172231442161,2.30580998204242e-06,0.999997694190018,200,17
-0.208533615094359,0.00310970916455382,2.94322481752452,0.0557647663364048,-0.317832557113712,-0.0992346730750056,-3.73952279897248,9.21849632395131e-05,0.999907815036761,918,18
-0.0977851492032089,0.00225982552353097,0.147762391092349,0.0475376221905447,-0.190958888696677,-0.0046114097097413,-2.05700547686751,0.0198428495220341,0.980157150477966,759,19
-0.187142441804123,0.00860497574115205,2.07166440696119,0.0927630084740251,-0.368957938413212,-0.00532694519503377,-2.01742531729688,0.0218255737173307,0.978174426282669,560,20
-0.294287516448453,0.00304732402797219,0.634353052806114,0.0552025726571886,-0.402484558856543,-0.186090474040364,-5.33104712847347,4.88240355854767e-08,0.999999951175964,271,21
-0.262672122936874,0.0185680243500135,0.010600500822845,0.13626453812351,-0.529750617658953,0.00440637178520581,-1.9276631070278,0.0269485219069775,0.973051478093023,366,22
-0.31006056579153,0.00659241117156183,0.210588613819878,0.081193664602368,-0.469200148412171,-0.150920983170888,-3.8187778234915,6.70572417450386e-05,0.999932942758255,838,23
-0.109503822800891,0.00700034255811046,0.36239415460744,0.0836680498046325,-0.273493200417971,0.0544855548161882,-1.30878899480251,0.0953029179165678,0.904697082083432,103,24
-0.151439938335113,0.00213705478272654,0.000185059304659937,0.0462282898529303,-0.242047386446857,-0.06083249022337,-3.27591478760952,0.000526601663049678,0.99947339833695,836,25
-0.197462831531598,0.00314905921936077,4.86539675177953,0.0561164790356698,-0.307451130441511,-0.0874745326216856,-3.51880294211052,0.000216749285644653,0.999783250714355,79,26
-0.336414883544286,0.00965645468184929,5.65063068681328,0.0982672614956237,-0.529018716075708,-0.143811051012863,-3.42346859395556,0.000309136978419275,0.999690863021581,899,27
-0.329159114430387,0.0153606394740454,0.226972615974064,0.123938046918795,-0.572077686391225,-0.0862405424695493,-2.6558359003838,0.00395560506314077,0.996044394936859,566,28
-0.210443986392444,0.00499956173532805,0.108491144045593,0.0707075790515278,-0.349030841333439,-0.0718571314514498,-2.97625783848552,0.00145894712469428,0.998541052875306,303,29
-0.301259816856526,0.00591546101174445,1.32968630987906,0.0769120342452626,-0.452007403977241,-0.150512229735811,-3.91693991470628,4.484004466312e-05,0.999955159955337,601,30
-0.142762726321291,0.0039765927629226,2.91503078019624,0.0630602312311222,-0.26636077953429,-0.0191646731082914,-2.26391060632256,0.011789806739223,0.988210193260777,666,31
-0.191085313360915,0.0104785181121014,5.3353917505212,0.102364633111741,-0.391719994259928,0.00954936753809854,-1.86671223793012,0.0309708919112301,0.96902910808877,435,32
-0.180059103317937,0.00279498327315543,0.153332853229593,0.0528676013561749,-0.28367960197604,-0.076438604659834,-3.40584968296289,0.000329792422422483,0.999670207577578,802,33
-0.241529787768834,0.00382806882806238,2.31758472460181,0.061871389414352,-0.362797711020964,-0.120261864516704,-3.90373951603563,4.73588612592251e-05,0.999952641138741,265,34
-0.152284480838989,0.0120914990776546,1.4104257540352,0.109961352654715,-0.36780873204223,0.0632397703642525,-1.38489093815689,0.0830429091658554,0.916957090834145,387,35
-0.533273817229875,0.0176151046737704,2.32765308625905,0.132721907286515,-0.793408755511445,-0.273138878948305,-4.01797885618583,2.93497314009626e-05,0.999970650268599,167,36
-0.173164502383516,0.00449474044304751,0.655702251032094,0.0670428254405161,-0.304568440246928,-0.0417605645201044,-2.58289386292582,0.00489877294530875,0.995101227054691,221,37
-0.276658836723756,0.00427385254242283,3.69955761827918,0.0653747087368106,-0.404793265847905,-0.148524407599607,-4.23189398575443,1.15865818302726e-05,0.99998841341817,846,38
-0.289076168198255,0.00632358875066055,0.785674332175791,0.0795209956593889,-0.444937319690657,-0.133215016705853,-3.63521816850044,0.000138872742967299,0.999861127257033,238,39
-0.218356826184724,0.00559549707417289,2.36412777857862,0.0748030552462457,-0.364970814467366,-0.0717428379020824,-2.91908967442453,0.00175527610222144,0.998244723897779,933,40
-0.134233587630925,0.0038867016903187,0.834670319545122,0.0623434173776085,-0.256426685691038,-0.0120404895708123,-2.15313169019728,0.0156541651585554,0.984345834841445,163,41
-0.152960077574913,0.00703956884172284,0.336452342494837,0.0839021384812261,-0.317408268998116,0.0114881138482898,-1.82307722238974,0.0341458479355232,0.965854152064477,512,42
-0.110705451110948,0.00470727788498522,1.51278579335058,0.0686096049032875,-0.245180276721392,0.0237693744994951,-1.61355616705561,0.0533118654898814,0.946688134510119,857,43
-0.159884834516075,0.0147782268801492,0.410143899514281,0.121565730698043,-0.39815366668424,0.0783839976520899,-1.31521304234342,0.0942191565384228,0.905780843461577,87,44
-0.262479515781517,0.0148975359578849,3.15971971869797,0.122055462630252,-0.501708222536812,-0.0232508090262227,-2.15049380113906,0.015758087899784,0.984241912100216,994,45
-0.261546230338655,0.00292810462189752,0.252810726678864,0.0541119637593898,-0.367605679307059,-0.155486781370251,-4.83342706802559,6.71012292677467e-07,0.999999328987707,902,46
-0.141243558915356,0.00439779332470981,0.39397851726707,0.0663158602802513,-0.271222645064648,-0.0112644727660634,-2.12986091590247,0.0165915488603379,0.983408451139662,42,47
-0.181101728889866,0.00418991331622903,0.793600355575996,0.0647295397498625,-0.307971626799596,-0.0542318309801355,-2.79782197725654,0.00257242302619297,0.997427576973807,387,48
-0.0877555941830863,0.00389359421172011,0.294912442296549,0.0623986715541293,-0.21005699042918,0.0345458020630072,-1.40636959084875,0.0798072026202019,0.920192797379798,941,49
-0.205165460783829,0.00476942959988575,0.618582045254313,0.0690610570429222,-0.340525132587956,-0.0698057889797013,-2.970783674167,0.00148520466824425,0.998514795331756,572,50
-0.299455690442456,0.00433148211110088,0.626203373272418,0.0658139963161399,-0.428451123222091,-0.170460257662822,-4.5500304981331,2.68190703677209e-06,0.999997318092963,837,51
-0.195990712170301,0.00403570661947208,0.105076916459326,0.0635272116456569,-0.320504046995789,-0.0714773773448139,-3.08514583110466,0.00101726185444556,0.998982738145554,605,52
-0.263380643266091,0.0069932293756917,2.55243898587223,0.0836255306452025,-0.427286683330687,-0.0994746032014936,-3.14952432868299,0.000817682457630798,0.999182317542369,444,53
-0.131178705253998,0.00256646592664371,1.28179082611701,0.0506602993145887,-0.230472891910592,-0.031884518597404,-2.58937880408895,0.00480746307502257,0.995192536924977,517,54
-0.175804306226612,0.00315834405071741,0.0122555953082137,0.0561991463522126,-0.285954633076949,-0.0656539793762758,-3.12823801850668,0.000879288534022534,0.999120711465977,529,55
-0.399995828122146,0.00495286095206191,3.41915079658477,0.0703765653613609,-0.537933896230414,-0.262057760013879,-5.68365088674471,6.59246455287926e-09,0.999999993407535,133,56
-0.185149847163754,0.00362747789559066,1.60798003685105,0.0602285471814708,-0.303197799639437,-0.0671018946880712,-3.07412109088221,0.00105561860140185,0.998944381398598,921,57
-0.171034479678922,0.00362563679445639,0.0179195967837105,0.0602132609518567,-0.289052471144561,-0.0530164882132828,-2.84047860845258,0.00225229470010722,0.997747705299893,339,58
-0.237340744797858,0.00499848558750972,0.544888875249347,0.0706999687942627,-0.375912683634613,-0.0987688059611034,-3.35701343077705,0.000393946426204061,0.999606053573796,154,59
-0.159543850340064,0.00254280085681788,1.20003078996807,0.0504261921705167,-0.258379186994276,-0.0607085136858508,-3.16390834748268,0.000778329041171529,0.999221670958829,933,60
-0.255992771742046,0.00563716831621901,0.39678860279484,0.0750810782835397,-0.403151685177784,-0.108833858306308,-3.40955108256841,0.000325349453299318,0.999674650546701,972,61
-0.359996736437408,0.0031566651624305,0.288240627144255,0.0561842074112512,-0.470117782963461,-0.249875689911356,-6.40743641362318,7.39933864391533e-11,0.999999999926007,962,62
-0.215085966070616,0.0050921956493827,0.862206223968982,0.0713596219817811,-0.354950825154906,-0.0752211069863246,-3.01411302494749,0.00128865885167778,0.998711341148322,106,63
-0.125458495356675,0.00577774008580357,0.790583600354356,0.076011447070843,-0.274440931615528,0.0235239409021769,-1.65052107532892,0.0494182032079996,0.950581796792,867,64
-0.215637471679891,0.00326680961822274,0.689521746155142,0.057156011216868,-0.327663253664953,-0.10361168969483,-3.77278727274537,8.07169619019764e-05,0.999919283038098,750,65
-0.140187785591575,0.00574925790951741,11.3659830894057,0.0758238610828901,-0.288802553314039,0.00842698213088999,-1.84886107868237,0.0322389375277179,0.967761062472282,653,66
-0.20937661247515,0.00331026838007412,0.262526787983146,0.0575349318247108,-0.322145078851583,-0.0966081460987171,-3.63912158813447,0.000136784808788825,0.999863215191211,434,67
-0.223735329168561,0.00277220495292335,0.699138300650826,0.0526517326678177,-0.326932725197484,-0.120537933139638,-4.24934409243695,1.07198684525339e-05,0.999989280131547,252,68
-0.253733144842649,0.00562103550371621,0.361728353523913,0.0749735653661757,-0.400681332960354,-0.106784956724945,-3.3843014348244,0.000356798066500693,0.999643201933499,241,69
-0.219537795110538,0.00571081941638174,0.796020457435378,0.0755699637182773,-0.367654923998361,-0.0714206662227145,-2.905093297768,0.00183571821870401,0.998164281781296,543,70
-0.130586523224667,0.0100436320408456,1.65623590559204,0.100217922752597,-0.327013651819758,0.0658406053704243,-1.30302564289861,0.0962830035927769,0.903716996407223,983,71
-0.141092728170267,0.00587397036694495,3.16737260990755,0.0766418317040045,-0.291310718310116,0.00912526196958197,-1.84093627505115,0.0328154488692863,0.967184551130714,923,72
-0.267683538379574,0.00289863695399238,0.629529846448669,0.0538389910194497,-0.373207960777695,-0.162159115981452,-4.97192709801845,3.31453172566645e-07,0.999999668546827,231,73
-0.30586056946415,0.00635102651721599,1.0008314370944,0.079693327934125,-0.462059492215035,-0.149661646713265,-3.83796959410424,6.20279193498994e-05,0.99993797208065,400,74
-0.107678935735117,0.00412644607026284,0.704653020075375,0.0642374195485999,-0.233584278050373,0.0182264065801385,-1.67626496350232,0.0468431522239184,0.953156847776082,491,75
-0.216617237824951,0.00282748763259062,4.04754603918013,0.0531741255930985,-0.320838523987424,-0.112395951662478,-4.07373389611631,2.31326708518124e-05,0.999976867329148,91,76
-0.102140144392946,0.00352135046211056,0.00133635423213796,0.0593409678224964,-0.218448441325039,0.014168152539147,-1.72124163357889,0.0426034929095052,0.957396507090495,489,77
-0.237929026078336,0.00811231525107445,0.481518876049221,0.0900683920755469,-0.414463074546408,-0.0613949776102641,-2.64164842510753,0.00412518242398904,0.995874817576011,878,78
-0.144901622123534,0.0134584895267466,0.656340491513494,0.116010730222452,-0.37228265335954,0.0824794091124721,-1.24903637659795,0.105825884616754,0.894174115383246,597,79
-0.262551407151558,0.00294438179569359,0.472710728753044,0.0542621580449358,-0.368905236919632,-0.156197577383484,-4.83857289520504,6.53873663309441e-07,0.999999346126337,77,80
-0.33501391824509,0.00526263777532186,1.53488028495103,0.0725440402467484,-0.477200237128717,-0.192827599361463,-4.61807637271906,1.93656856814377e-06,0.999998063431432,62,81
-0.295232639389884,0.00626504336494186,2.93572533161131,0.0791520269161938,-0.450370612145624,-0.140094666634144,-3.72994414536568,9.57611111961228e-05,0.999904238888804,3,82
-0.123509837351858,0.00565648646276192,2.32981211863966,0.075209616823661,-0.270920686326233,0.0239010116225179,-1.64220803891932,0.0502734486359517,0.949726551364048,645,83
-0.220247515717206,0.00463863246486223,0.9368841386088,0.0681075066704268,-0.353738228791242,-0.0867568026431694,-3.23382144618782,0.000610728971350698,0.999389271028649,113,84
-0.208123722494131,0.00469634629655476,0.0119133198428988,0.0685298934520896,-0.342442313660226,-0.0738051313280349,-3.03697717901215,0.00119481773339012,0.99880518226661,761,85
-0.246979690068527,0.00271741087294198,1.57686193072798,0.0521287912092922,-0.34915212083874,-0.144807259298315,-4.737874873732,1.07985544901444e-06,0.999998920144551,896,86
-0.0849890923021425,0.00293733141936789,2.41148884471141,0.0541971532404415,-0.191215512653408,0.0212373280491227,-1.56814679776805,0.0584234385897886,0.941576561410211,850,87
-0.311007645873084,0.00691548099843771,3.70208726175117,0.0831593710800996,-0.47400001319008,-0.148015278556089,-3.73989896548784,9.20471182228537e-05,0.999907952881777,560,88
-0.173675420828074,0.0026530014717261,3.93980083818893,0.0515072953252848,-0.274629719665632,-0.0727211219905159,-3.37186062151505,0.000373311110830428,0.99962668888917,929,89
-0.202346235089491,0.00257134275319908,0.688756008504355,0.0507084090974966,-0.301734716920584,-0.102957753258397,-3.99038815633993,3.29826251283923e-05,0.999967017374872,64,90
-0.203695938827231,0.00374965346143407,0.00920684042785376,0.0612344140286658,-0.323715390323416,-0.083676487331046,-3.32649445672615,0.000439728845319322,0.999560271154681,637,91
-0.193837758672314,0.00433533770545915,3.56571917578013,0.065843281399541,-0.322890590215414,-0.0647849271292132,-2.9439261615182,0.00162038653863548,0.998379613461365,621,92
-0.230393141294415,0.00468571255126213,0.419816065487423,0.0684522647635717,-0.364559580231016,-0.0962267023578146,-3.36574899442953,0.000381680684698132,0.999618319315302,302,93
-0.339711143881945,0.00434184560886569,5.40548073693771,0.0658926825138095,-0.468860801609012,-0.210561486154879,-5.1555215377785,1.26462983423479e-07,0.999999873537017,459,94
-0.188387337181002,0.00395738416076924,0.219778550157837,0.0629077432496925,-0.311686513950399,-0.0650881604116047,-2.99466055288707,0.00137375208004101,0.998626247919959,92,95
-0.255003390184092,0.00576760841791691,0.0696834052738141,0.0759447721565936,-0.403855143611016,-0.106151636757169,-3.35774778095707,0.0003929013963739,0.999607098603626,642,96
-0.155432741301581,0.00393977002716366,1.12169077839032,0.0627675873932052,-0.278457212592263,-0.0324082700108988,-2.47632174115405,0.00663719471117917,0.993362805288821,910,97
-0.330087467208859,0.00933084044318793,3.99492294267839,0.0965962755140587,-0.519416167216414,-0.140758767201304,-3.41718627816885,0.000316359853778159,0.999683640146222,312,98
-0.374089519948991,0.00875720632376892,1.34679024842236,0.0935799461624601,-0.557506214427413,-0.190672825470569,-3.99753937985336,3.20021727688417e-05,0.999967997827231,423,99
-0.113411671478695,0.00428176373112795,0.064027357099905,0.0654351872552371,-0.24166463849896,0.0148412955415695,-1.7331909059314,0.0415308714330233,0.958469128566977,51,100
-0.33501716762902,0.00545470216392702,0.833057655986128,0.0738559555075082,-0.479774840423736,-0.190259494834304,-4.5360887328167,2.86535384904954e-06,0.999997134646151,118,101
-0.207584644531218,0.00301608313667848,0.288245341426803,0.0549188777805818,-0.315225644981158,-0.0999436440812774,-3.77984133908533,7.8464162533081e-05,0.999921535837467,337,102
-0.305173601593084,0.00393021995786579,0.227828125543369,0.0626914663879047,-0.428048875713377,-0.182298327472791,-4.86786510471483,5.64051437349982e-07,0.999999435948563,192,103
-0.208520792744597,0.00240531879656535,0.0406943972717801,0.0490440495530839,-0.304647129868641,-0.112394455620552,-4.25170422599177,1.06074962745145e-05,0.999989392503726,842,104
-0.262062868472036,0.00352406947988967,0.771290304978711,0.0593638735249788,-0.378416060580995,-0.145709676363078,-4.41451766724365,5.0617724345805e-06,0.999994938227565,227,105
-0.144783205770082,0.00216636073657766,1.93803346039792,0.0465441804802454,-0.236009799511363,-0.0535566120288013,-3.11066183304124,0.000933342887806132,0.999066657112194,695,106
-0.294870446155373,0.00491488655987176,0.383572812676112,0.0701062519314202,-0.432278699940957,-0.157462192369789,-4.20605064500985,1.29936010675037e-05,0.999987006398932,858,107
-0.231839385522184,0.00267301133116931,0.187543018920925,0.0517011734022479,-0.33317368539059,-0.130505085653778,-4.48421902764984,3.65907318159355e-06,0.999996340926818,452,108
-0.159212983472281,0.00974660655144074,2.27949503584693,0.0987249034005136,-0.352713794137288,0.0342878271927252,-1.61269323127495,0.0534055859143953,0.946594414085605,959,109
-0.293407067701093,0.00320933830667787,0.00897991433035573,0.0566510221150322,-0.404443071046556,-0.18237106435563,-5.17920165862706,1.11418740148397e-07,0.99999988858126,926,110
-0.140103683736191,0.00521640234847665,0.289754255854791,0.0722246657899962,-0.281664028684584,0.00145666121220156,-1.93983152713455,0.0262000838956828,0.973799916104317,546,111
-0.0711575605407086,0.00265842185157584,0.00398739757902462,0.0515598860702372,-0.172214937238373,0.0298998161569562,-1.38009537964794,0.0837786398479534,0.916221360152047,540,112
-0.202150666398327,0.00715604281228946,1.16562599632702,0.0845933969780707,-0.367953724475346,-0.0363476083213089,-2.389674296337,0.00843166008782049,0.99156833991218,213,113
-0.229575085069354,0.0076149614700253,0.0136096646274096,0.0872637465963117,-0.400612028398125,-0.0585381417405835,-2.63081857041258,0.00425897476953046,0.99574102523047,213,114
-0.164520912284432,0.00675662578970357,0.514052504973291,0.0821986970073344,-0.325630358418807,-0.00341146615005652,-2.00150267916962,0.0226691226698912,0.977330877330109,855,115
-0.252761695512738,0.0036184950282928,0.695802476261139,0.0601539277877413,-0.370663393976711,-0.134859997048765,-4.20191506703654,1.3233321906237e-05,0.999986766678094,987,116
-0.069389996335433,0.00267800595704642,0.0207548454129634,0.0517494536883862,-0.17081892556467,0.0320389328938039,-1.34088364977282,0.0899791157543743,0.910020884245626,988,117
-0.186742845534175,0.00340618489716701,3.37035221090071,0.0583625299071845,-0.301133404152257,-0.0723522869160938,-3.19970443075647,0.000687842934399681,0.9993121570656,286,118
-0.169908842282466,0.0072499170176277,0.415101975983904,0.0851464445389689,-0.336795873578845,-0.00302181098608706,-1.99548957331629,0.0229947551126423,0.977005244887358,229,119
-0.266457215379856,0.00786758028980824,0.369544280218768,0.0886993815638432,-0.440308003244988,-0.0926064275147231,-3.00404817578201,0.00133206568098055,0.998667934319019,404,120
-0.322511770251962,0.00308333701073265,0.454432287774135,0.0555278039430036,-0.431346265980249,-0.213677274523675,-5.80811318565746,3.15904003416882e-09,0.99999999684096,59,121
-0.183112145315606,0.00431619685702015,0.0294746828970284,0.0656977690414229,-0.311879772636795,-0.0543445179944173,-2.78718970198444,0.00265836725173871,0.997341632748261,377,122
-0.181905937609311,0.00848329349240576,2.16519392320322,0.0921047962508238,-0.362431338260926,-0.00138053695769688,-1.97498876295147,0.0241347116177566,0.975865288382243,66,123
-0.104164461166505,0.00705132195489499,0.307333829685429,0.0839721498765811,-0.268749874924604,0.060420952591594,-1.24046438396065,0.107401839892872,0.892598160107128,753,124
-0.18974407068961,0.00334072250873859,0.756639951114048,0.0577989836306712,-0.303030078605726,-0.076458062773495,-3.28282711512807,0.000513858362824187,0.999486141637176,967,125
-0.17991008592779,0.00448152788270093,0.758459946150204,0.0669442147067312,-0.311120746752984,-0.0486994251025972,-2.68746278847156,0.00359985619293921,0.996400143807061,439,126
-0.283540796314062,0.00310440782927926,0.0235809648672676,0.0557172130430019,-0.392746533878346,-0.174335058749779,-5.08892639865582,1.80048164526141e-07,0.999999819951836,942,127
-0.299346701678398,0.00686052344289678,0.021448322919005,0.0828282768316279,-0.461690124268388,-0.137003279088407,-3.61406409899007,0.000150717243570258,0.99984928275643,109,128
-0.225269434207437,0.0091899837221232,0.579526769426178,0.0958644027891647,-0.4131636636742,-0.0373752047406744,-2.34987573753392,0.00938983967061518,0.990610160329385,200,129
-0.256253149473274,0.00327983490207326,5.38870166595609,0.0572698428675447,-0.368502041493662,-0.144004257452887,-4.47448668692778,3.82975492767416e-06,0.999996170245072,722,130
-0.252259549056539,0.00469592318648882,0.389694180352193,0.0685268063351038,-0.386572089473343,-0.117947008639736,-3.68118058534586,0.000116078248886417,0.999883921751114,551,131
-0.146779753928997,0.0164190923431233,0.00417522069938663,0.128137006142345,-0.397928285967992,0.104368778109999,-1.14549073954438,0.126002964667761,0.873997035332238,697,132
-0.178631613240697,0.00531203123590806,1.99647882956411,0.0728836829194852,-0.321483631762888,-0.0357795947185062,-2.45091364877969,0.00712470663318739,0.992875293366813,39,133
-0.126457679473214,0.00418503628956941,0.019959179795713,0.0646918564393495,-0.253253718094339,0.000338359147911527,-1.95476967942281,0.0253051307358573,0.974694869264143,672,134
-0.301349145026345,0.0196896702868221,0.0741208096474101,0.140319885571583,-0.576376120746647,-0.0263221693060424,-2.14758687835884,0.0158732943671106,0.984126705632889,483,135
-0.182742552898009,0.00320984713643772,0.189319531782278,0.0566555128512462,-0.293787358086451,-0.0716977477095664,-3.22550346296952,0.00062875657233726,0.999371243427663,533,136
-0.232569980155127,0.010194943383497,0.52904200750658,0.100970012298192,-0.430471204259583,-0.0346687560506711,-2.30335695580867,0.0106293837473308,0.989370616252669,248,137
-0.229962664364015,0.00282812957026363,1.00971771490338,0.0531801614351031,-0.334195780776817,-0.125729547951213,-4.32421899742902,7.65365894532179e-06,0.999992346341055,948,138
-0.152559466026623,0.00269493671819462,0.0879772880869284,0.0519127799120277,-0.254308514654198,-0.050810417399049,-2.93876510341294,0.00164761355667688,0.998352386443323,350,139
-0.203742152134192,0.00325569681358756,4.35929600343127,0.0570587137393366,-0.315577231063292,-0.0919070732050927,-3.57074561941503,0.000177983238425325,0.999822016761575,374,140
-0.160563318539096,0.00480883989905775,0.101731754054953,0.069345799433403,-0.296481085428565,-0.0246455516496257,-2.31540078636334,0.010295504266628,0.989704495733372,802,141
-0.331193615430548,0.0113865064206209,0.433125128954522,0.106707574335756,-0.54034046112863,-0.122046769732466,-3.10374982743442,0.000955424158763553,0.999044575841236,569,142
-0.19291337740189,0.00990954715656945,0.585662604190348,0.0995467084165491,-0.388024925898326,0.0021981710945464,-1.93791819408686,0.0263166019316834,0.973683398068317,665,143
-0.281411159805197,0.00413620659369287,2.08071309136268,0.0643133469327547,-0.407465319793396,-0.155356999816998,-4.3756261060311,6.05422070220541e-06,0.999993945779298,1,144
-0.171082591091501,0.00812283505796026,3.12000351679781,0.090126772148792,-0.347731064503133,0.00556588232013161,-1.89824385155009,0.0288319833268185,0.971168016673181,632,145
-0.365182602820118,0.0283841501264885,0.572593413811853,0.168475963052563,-0.695395490403141,-0.0349697152370949,-2.16756501166985,0.0150958991304352,0.984904100869565,842,146
-0.165510639618601,0.0062395586194982,1.20199351978114,0.0789908768118078,-0.320332758169744,-0.0106885210674577,-2.09531336147746,0.0180715727392435,0.981928427260756,280,147
-0.130587250671351,0.00761525153967103,0.738006771933046,0.0872654086088585,-0.301627451544714,0.0404529502020112,-1.49643773808097,0.0672698107420412,0.932730189257959,705,148
-0.184184622778702,0.00304812922788845,0.903766769087967,0.0552098653130802,-0.292395958792339,-0.0759732867650648,-3.33608172623209,0.000424840907125302,0.999575159092875,94,149
-0.256538858166885,0.00288741677628556,5.86815359237522e-05,0.0537346887614096,-0.361858848139248,-0.151218868194522,-4.7741759388606,9.02222916886824e-07,0.999999097777083,218,150
-0.175988035993952,0.00496366146254058,0.198192874975494,0.0704532572883652,-0.314076420279148,-0.0378996517087564,-2.49794037589537,0.00624586011503555,0.993754139884964,259,151
-0.151813475949989,0.00339486237292288,0.732952031159902,0.0582654475046994,-0.2660137530592,-0.0376131988407781,-2.60554895657061,0.00458635819639761,0.995413641803602,126,152
-0.195208380491682,0.00634906698566313,-7.71509328920886e-05,0.0796810327848675,-0.351383204750023,-0.0390335562333421,-2.44987261923085,0.0071453380270667,0.992854661972933,423,153
-0.150755117398457,0.00194004952989519,2.34491922975018,0.0440459933466733,-0.237085264357936,-0.064424970438977,-3.42267493462814,0.00031004091679156,0.999689959083208,109,154
-0.175673834186315,0.00515576668429036,0.0159011237646565,0.0718036676242263,-0.316409022729798,-0.0349386456428315,-2.44658580820241,0.00721082319378251,0.992789176806217,210,155
-0.183170150064954,0.00210329560514626,0.210811958175706,0.0458617008531766,-0.27305908373718,-0.0932812163927279,-3.99396766054015,3.248836494165e-05,0.999967511635058,702,156
-0.117302127354394,0.00448712979821019,1.92958971641808,0.0669860418162634,-0.24859476931427,0.0139905146054827,-1.75114283772943,0.039960654443701,0.960039345556299,81,157
-0.493362600514416,0.00889305963976104,0.162743130016315,0.094303020310916,-0.678196520323812,-0.308528680705021,-5.23167337470004,8.39911888874094e-08,0.999999916008811,245,158
-0.223299721625446,0.00229907284480072,2.21675201184911,0.0479486479976309,-0.317279071700803,-0.12932037155009,-4.65705981191543,1.60378639833198e-06,0.999998396213602,25,159
-0.12933736722939,0.00903557747899515,2.11862722576679,0.0950556546397696,-0.315646450323338,0.0569717158645587,-1.36064885060796,0.0868123429868949,0.913187657013105,316,160
-0.241467806773477,0.00611964326371965,4.43122702775775,0.0782281487938942,-0.39479497840951,-0.0881406351374444,-3.08671252607123,0.0010119160798509,0.998988083920149,41,161
-0.0652206450044354,0.0243646807814694,0.0120257371390611,0.156091898513246,-0.371160766090397,0.240719476081526,-0.417834914083647,0.338033910970145,0.661966089029855,795,162
-0.243718915141474,0.00734006593370826,0.0447159053022825,0.0856741847566014,-0.411640317264413,-0.0757975130185357,-2.84471822911271,0.00222253625497964,0.99777746374502,909,163
-0.378590117025462,0.00530055147978084,0.247813458222951,0.0728048863729684,-0.52128769431648,-0.235892539734444,-5.20006466442379,9.96096021710058e-08,0.999999900390398,756,164
-0.291406838626208,0.00748343172008067,0.514885097590223,0.0865068304822265,-0.460960226371372,-0.121853450881044,-3.36859918461676,0.000377756042078373,0.999622243957922,969,165
